BondID,ISIN,Issuer,Sector,CreditRating,Currency,FaceValue,CouponRate,CouponFrequency,BondType,IssueDate,MaturityDate,ValuationDate,YearsToMaturity,OriginalMaturityYears,YieldToMaturity,CleanPrice,AccruedInterest,DirtyPrice,MacaulayDuration,ModifiedDuration,Convexity,DV01_Per100Face,EffectiveDuration,EffectiveConvexity,SpreadOverBenchmark_bps,OAS_bps,ZSpread_bps,KeyRateBucket,Quantity,MarketValue_LocalCcy,MarketValue_INR,PortfolioWeight,IsCallable,CallDate,IsPutable,IsFloatingRate,BenchmarkIndex,PriceChange_Up50bps,PriceChange_Dn50bps,PriceChange_Up100bps,PriceChange_Dn100bps,PriceChange_Up200bps,PriceChange_Dn200bps,CalculatedPrice,CalculatedMacaulayDuration,CalculatedModifiedDuration,CalculatedConvexity,CalculatedDV01,Price_Diff,Macaulay_Diff,Modified_Diff,Convexity_Diff,DV01_Diff,MV_Weight_Calc,DV01_Total,KRD_3M,KRD_6M,KRD_1Y,KRD_2Y,KRD_3Y,KRD_5Y,KRD_7Y,KRD_10Y,KRD_20Y,KRD_30Y,KRD_Sum,KRD_Difference,Pnl_-200bps,Pnl_-100bps,Pnl_-50bps,Pnl_50bps,Pnl_100bps,Pnl_200bps
ZTFI-0011,IN1051834738,Government of India,Government,SOV,INR,100,0.0538,2,Fixed,2015-12-26,2053-12-16,2024-10-31,29.1253,38,0.0676,82.5548,1.0861,82.8109,13.6417,13.1957,272.9803,0.1089,13.1957,272.9803,0,0,-2,20Y+,50000,41277.4,41277.4,0.001288,False,,False,False,IN10YT,5.7285,-5.1651,12.0205,-9.7669,26.2945,-17.2802,82.55482328150246,13.641670032118625,13.195656831223278,272.9802673874753,0.10893651177849886,2.328150246455607e-05,-2.9967881374659555e-05,-4.31687767221689e-05,-3.261252470565523e-05,3.6511778498865555e-05,0.0012875309445996162,5445.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1542278790000007,12.041472121,13.1957,0.0,13147.267150644002,6010.237723561002,2864.2698988402503,-2582.571972959751,-4883.446020039001,-8640.100336556001
ZTFI-0012,IN6566701065,Government of India,Government,SOV,INR,100,0.0728,2,Fixed,2022-08-06,2030-08-04,2024-10-31,5.7577,8,0.067,102.632,0.2551,102.9659,4.6424,4.4919,24.5493,0.0461,4.4919,24.5493,0,0,9,5-7Y,50000,51316.0,51316.0,0.001601,False,,False,False,IN10YT,2.3366,-2.2736,4.7361,-4.4841,9.7242,-8.7163,102.63198209505425,4.6423662423258865,4.491887994509807,24.549344153015255,0.04610113682255197,-1.7904945750046863e-05,-3.375767411384345e-05,-1.200549019308994e-05,4.4153015256398476e-05,1.136822551969785e-06,0.0016006564840099886,2305.0000000000005,0.0,0.0,0.0,0.0,0.0,2.7901436850000008,1.7017563149999997,0.0,0.0,0.0,4.4919,0.0,4862.08118376,2368.05199794,1168.278850485,-1136.784553515,-2242.0748100600003,-4358.17243224
ZTFI-0013,IN1781080132,Government of India,Government,SOV,INR,100,0.0616,2,Fixed,2021-03-28,2053-03-20,2024-10-31,28.3833,32,0.0692,90.6521,0.2535,90.6554,13.0009,12.5661,248.1949,0.1139,12.5661,248.1949,0,0,7,20Y+,5000,4532.6,4532.6,0.000141,False,,False,False,IN10YT,5.977,-5.4145,12.5164,-10.2665,27.2827,-18.283,90.65208202044357,13.000915993034113,12.566127965430228,248.19494292138023,0.11391456630015707,-1.79795564321239e-05,1.5993034113037652e-05,2.7965430227538945e-05,4.292138024197811e-05,1.4566300157073386e-05,0.00014138154921318252,569.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0315613870000027,10.534538612999999,12.566100000000002,1.7763568394002505e-15,1364.135737948,625.819458787,298.84762684674996,-270.72342175325,-513.322638413,-914.148456452
ZTFI-0014,IN7468723430,Government of India,Government,SOV,INR,100,0.0665,2,Fixed,2023-06-14,2059-06-05,2024-10-31,34.5927,36,0.0683,97.6243,0.9712,98.4603,13.7043,13.2518,292.4174,0.1294,13.2518,292.4174,0,0,0,20Y+,5000,4881.22,4881.22,0.000152,False,,False,False,IN10YT,6.8253,-6.1117,14.3643,-11.5096,31.5834,-20.1645,97.62433736606823,13.704324731504512,13.251776561915111,292.4173958485133,0.12936959057801567,3.736606822712929e-05,2.473150451187678e-05,-2.3438084888027788e-05,-4.151486677983485e-06,-3.040942198431762e-05,0.0001522557573247961,647.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.2518,13.2518,0.0,1579.1697561656,718.2171950214,341.26667674535,-305.58283521465,-575.4818288986,-1008.2282916744
ZTFI-0015,IN8121913619,Government of India,Government,SOV,INR,100,0.057,2,Fixed,2023-10-05,2063-09-25,2024-10-31,38.8994,40,0.0659,87.6074,0.8317,88.3524,14.6894,14.2208,343.076,0.1246,14.2208,343.076,0,0,3,20Y+,200000,175214.8,175214.8,0.005465,False,,False,False,IN10YT,6.6049,-5.8535,13.9613,-10.9557,30.9281,-18.9057,87.60744120445119,14.689350017113709,14.220775465524671,343.0759738683496,0.12458457504776548,4.120445119326632e-05,-4.998288629032288e-05,-2.453447532957398e-05,-2.613165042930632e-05,-1.5424952234527334e-05,0.005465326715147582,24920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2208,14.2208,0.0,61856.29110175999,27922.54591464,13209.873048259999,-11707.07323014,-21911.34664216,-37811.49401184
ZTFI-0016,IN5346247510,Government of India,Government,SOV,INR,100,0.0631,2,Fixed,2009-11-25,2047-11-16,2024-10-31,23.0418,38,0.0658,96.8223,0.798,97.0313,12.26,11.8695,207.9245,0.1149,11.8695,207.9245,0,0,6,20Y+,10000,9682.23,9682.23,0.000302,False,,False,False,IN10YT,5.9978,-5.4945,12.4989,-10.4857,27.011,-18.9583,96.82232849608855,12.260029740509673,11.869522451844006,207.92447300312602,0.11492348019241386,2.849608854660346e-05,2.974050967274877e-05,2.245184400528899e-05,-2.699687397011985e-05,2.3480192413855017e-05,0.00030200959211894985,1149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.259035490000002,3.610464509999998,11.8695,0.0,2701.099146027,1249.89093143175,599.7808053204376,-549.4514845295625,-1048.57364826825,-1895.830013373
ZTFI-0017,IN3542784980,Government of India,Government,SOV,INR,100,0.069,2,Fixed,2019-12-31,2056-12-21,2024-10-31,32.1396,37,0.072,96.2666,0.4562,97.8014,12.9786,12.5276,259.671,0.1206,12.5276,259.671,0,0,-1,20Y+,10000,9626.66,9626.66,0.0003,False,,False,False,IN10YT,6.3424,-5.7175,13.3098,-10.81,29.1193,-19.1203,96.26660911266575,12.978641395576101,12.527646134725966,259.67097816081,0.12059940135534626,9.112665750876658e-06,4.13955761011664e-05,4.6134725966595624e-05,-2.1839189969341533e-05,-5.986446537376011e-07,0.0003002762442193389,1206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5276,12.5276,0.0,2911.931802092,1330.977679603,634.24178444075,-571.74767371925,-1081.001236717,-1912.026030548
ZTFI-0018,IN4935348740,Government of India,Government,SOV,INR,100,0.0526,2,Fixed,2012-04-26,2041-04-19,2024-10-31,16.4654,29,0.0655,87.328,1.014,88.1658,10.6158,10.2792,140.6143,0.0898,10.2792,140.6143,0,0,3,15-20Y,20000,17465.6,17465.6,0.000545,False,,False,False,IN10YT,4.6418,-4.3348,9.5906,-8.3626,20.4092,-15.4973,87.32800756800219,10.615806537895104,10.27916391953048,140.61427176312546,0.08976589045574929,7.568002189373146e-06,6.537895103519986e-06,-3.60804695187511e-05,-2.823687452746526e-05,-3.410954425071833e-05,0.0005447896540479549,1796.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.633286032000001,6.645913967999999,0.0,10.2792,0.0,4081.8305340159995,1918.1196111039997,928.3608915759999,-866.9630636239999,-1672.528299296,-3099.4652867839995
ZTFI-0019,IN7868011280,Government of India,Government,SOV,INR,100,0.0738,2,Fixed,2016-04-30,2055-04-21,2024-10-31,30.4695,39,0.0695,105.3902,0.5687,107.0488,12.8423,12.411,248.7361,0.1308,12.411,248.7361,0,0,-4,20Y+,5000,5269.51,5269.51,0.000164,False,,False,False,IN10YT,6.8677,-6.2123,14.3907,-11.7693,31.4028,-20.9171,105.39023527612427,12.842287650722973,12.41100521935054,248.73605369651457,0.13079987600805598,3.5276124279448595e-05,-1.2349277026757477e-05,5.219350541096901e-06,-4.630348541923013e-05,-1.2399194401768732e-07,0.00016436735811550929,654.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.411,12.411,0.0,1570.1412454622,719.53475441555,343.3834101288875,-310.6154759711125,-588.46301778445,-1045.8542989378
ZTFI-0020,IN3315869232,Government of India,Government,SOV,INR,100,0.0778,2,Fixed,2013-10-06,2026-10-03,2024-10-31,1.922,13,0.0653,101.7589,1.7981,103.2806,1.4451,1.3994,2.6761,0.0142,1.3994,2.6761,0,0,8,1-2Y,200000,203517.8,203517.8,0.006348,False,,False,False,IN10YT,0.7154,-0.7086,1.4376,-1.4104,2.9025,-2.7936,101.75891312997719,1.445056814873929,1.399367467073964,2.6760791838582656,0.014239811251889571,1.3129977190828868e-05,-4.3185126071154656e-05,-3.2532926035999665e-05,-2.0816141734325555e-05,3.981125188957067e-05,0.006348158199809962,2840.0000000000005,0.0,0.0,0.10915320000000009,1.2902467999999998,0.0,0.0,0.0,0.0,0.0,0.0,1.3994,0.0,5804.982983315999,2875.259792429,1430.82197140725,-1417.2061217927499,-2820.7963939709994,-5587.129389483999
ZTFI-0021,IN3421607337,Government of India,Government,SOV,INR,100,0.06,2,Fixed,2021-02-07,2037-02-03,2024-10-31,12.2601,16,0.0719,90.5399,0.4924,91.8364,8.5303,8.2343,87.5277,0.0746,8.2343,87.5277,0,0,3,10-15Y,50000,45269.95,45269.95,0.001412,False,,False,False,IN10YT,3.8267,-3.6286,7.8516,-7.0591,16.4956,-13.3257,90.53990053206546,8.530275631847694,8.234254193588198,87.52772435250186,0.07455285556432183,5.320654565821314e-07,-2.4368152306664115e-05,-4.5806411801407876e-05,2.4352501867497267e-05,-4.714443567817306e-05,0.001412067171999142,3730.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.373265857,1.8610341429999995,0.0,8.2343,0.0,8247.801906223,3925.78222298075,1913.3614289576874,-1814.3020638923122,-3529.54476271925,-6662.852065177
ZTFI-0022,IN8685014294,Government of India,Government,SOV,INR,100,0.0511,2,Fixed,2018-01-14,2058-01-04,2024-10-31,33.1773,40,0.0726,73.2005,0.5575,74.4579,13.6896,13.2101,289.5883,0.0967,13.2101,289.5883,0,0,-2,20Y+,20000,14640.1,14640.1,0.000457,False,,False,False,IN10YT,5.0999,-4.57,10.7298,-8.61,23.5793,-15.1001,73.20054894009183,13.689599709452237,13.210074022437746,289.5883211351444,0.09669846699816902,4.894009182976333e-05,-2.9054776362613666e-07,-2.5977562254198006e-05,2.1135144379513804e-05,-1.5330018309778204e-06,0.00045665622791243735,1934.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.2101,13.2101,0.0,4715.864034366,2145.9519336415,1019.980945935375,-913.990904164625,-1721.9917665585,-3020.023366034
ZTFI-0023,IN9340608835,Government of India,Government,SOV,INR,100,0.0623,2,Fixed,2015-04-22,2038-04-16,2024-10-31,13.4565,23,0.072,91.8992,1.121,92.367,8.9062,8.5967,97.1318,0.079,8.5967,97.1318,0,0,4,10-15Y,5000,4594.96,4594.96,0.000143,False,,False,False,IN10YT,4.0617,-3.8386,8.3466,-7.454,17.5859,-14.0153,91.8991543076812,8.906169572187409,8.596688776242672,97.13179750814997,0.07900284283830364,-4.5692318792589504e-05,-3.0427812591327097e-05,-1.1223757327982753e-05,-2.4918500258763743e-06,2.8428383036377403e-06,0.00014332669182645836,395.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.625250645,2.9714493550000003,0.0,8.5967,0.0,879.2931997856,417.33076310639996,203.0864223566,-191.9285039634,-372.69908953360004,-700.7665054944
ZTFI-0024,IN6564823662,Government of India,Government,SOV,INR,100,0.0675,2,Fixed,2018-06-14,2039-06-09,2024-10-31,14.6037,21,0.0738,94.4482,0.4842,95.1736,9.307,8.9758,109.3448,0.0848,8.9758,109.3448,0,0,5,10-15Y,20000,18889.64,18889.64,0.000589,False,,False,False,IN10YT,4.3678,-4.1096,8.9939,-7.9611,19.0204,-14.8895,94.4482118283569,9.307005398706593,8.975798436403311,109.34476971523368,0.08477481120500546,1.1828356903720305e-05,5.398706592885105e-06,-1.5635966885696462e-06,-3.0284766324939483e-05,-2.5188794994537855e-05,0.000589208526514429,1696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.843610954,4.132189046,0.0,8.9758,0.0,3804.0893958143993,1798.7705025135997,873.5667024083999,-821.9296047115998,-1592.2221117263998,-2977.8958326655998
ZTFI-0025,IN7738721489,Government of India,Government,SOV,INR,100,0.0596,2,Fixed,2014-08-02,2031-07-29,2024-10-31,6.7406,17,0.0674,95.9488,0.2196,96.0177,5.4575,5.2796,33.6102,0.0507,5.2796,33.6102,0,0,10,5-7Y,10000,9594.88,9594.88,0.000299,False,,False,False,IN10YT,2.5732,-2.4925,5.227,-4.9045,10.7764,-9.4865,95.94882628361287,5.457516416880846,5.279594095850678,33.610247509606346,0.05065708567507649,2.628361286838299e-05,1.6416880846747972e-05,-5.904149322333296e-06,4.750960634680723e-05,-4.291432492350977e-05,0.00029928495762136093,507.0,0.0,0.0,0.0,0.0,0.0,0.6847641200000009,4.59483588,0.0,0.0,0.0,5.2796,0.0,1077.6397361151999,522.6955762688,257.3167151872,-249.2545692928,-490.44699269119997,-948.6454018048
ZTFI-0026,IN1769367632,Government of India,Government,SOV,INR,100,0.0687,2,Fixed,2023-06-11,2025-06-10,2024-10-31,0.6078,2,0.074,99.7445,1.3369,100.1204,0.5,0.4822,0.465,0.0048,0.4822,0.465,0,0,9,0-1Y,5000,4987.23,4987.23,0.000156,False,,False,False,IN10YT,0.2411,-0.2399,0.4833,-0.4786,0.9712,-0.9527,99.74445515911283,0.5,0.4821600771456124,0.4649566799861257,0.004809279419436492,-4.484088717049417e-05,0.0,-3.992285438764176e-05,-4.332001387430395e-05,9.27941943649254e-06,0.00015556243738306053,24.0,0.0,0.37823768,0.10396232000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4822,0.0,48.56065850999999,24.164376157499998,12.053199804375,-11.995223255624998,-23.932469962499997,-47.63303373
ZTFI-0027,IN8317278895,Government of India,Government,SOV,INR,100,0.0771,2,Fixed,2015-06-17,2045-06-09,2024-10-31,20.6051,30,0.0726,104.7616,0.8225,106.5096,10.8348,10.4553,161.9512,0.1095,10.4553,161.9512,0,0,9,20Y+,100000,104761.6,104761.6,0.003268,False,,False,False,IN10YT,5.6886,-5.2645,11.8015,-10.1048,25.2995,-18.513,104.76163262777139,10.834753663472535,10.455228855999744,161.95116112412896,0.10953068444515197,3.2627771389570626e-05,-4.6336527464774235e-05,-7.114400025542977e-05,-3.887587104145496e-05,3.068444515197388e-05,0.0032677397754162607,10950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.822649796999999,0.6326502030000002,10.4553,0.0,25299.532496384,11801.452906496,5688.648117824,-5264.491446976,-10104.826223103999,-18513.025762816
ZTFI-0028,IN7743487347,Government of India,Government,SOV,INR,100,0.0522,2,Fixed,2020-12-08,2040-12-03,2024-10-31,16.0903,20,0.0685,84.3043,0.1052,84.5011,10.5395,10.1905,138.8687,0.0859,10.1905,138.8687,0,0,7,15-20Y,100000,84304.3,84304.3,0.00263,False,,False,False,IN10YT,4.4419,-4.1492,9.1764,-8.0057,19.5235,-14.8406,84.30428757373296,10.539482711076351,10.190459474088808,138.86866368262767,0.08590994260120545,-1.2426267034015837e-05,-1.7288923649161347e-05,-4.052591119219073e-05,-3.6317372320127106e-05,9.942601205445434e-06,0.002629632559531594,8590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9841797850000003,6.206320215,0.0,10.1905,0.0,19523.505092082003,9176.391118770502,4441.855202567625,-4149.174488932375,-8005.668264229501,-14840.613673918002
ZTFI-0029,IN2316658760,Government of India,Government,SOV,INR,100,0.0559,2,Fixed,2018-09-10,2046-09-03,2024-10-31,21.8398,28,0.0731,81.4967,0.0273,82.7274,11.7892,11.3735,189.5821,0.0927,11.3735,189.5821,0,0,7,20Y+,200000,162993.4,162993.4,0.005084,False,,False,False,IN10YT,4.8276,-4.4414,10.0415,-8.4965,21.6281,-15.448,81.49667594508705,11.78919241158909,11.3734913044128,189.58213384402347,0.09269017351999954,-2.405491295576212e-05,-7.588410909420418e-06,-8.695587199625265e-06,3.384402347705873e-05,-9.826480000460491e-06,0.0050841149458421084,18540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.28100347,2.0924965300000005,11.3735,0.0,43256.234909628,20083.085901907,9655.285062726749,-8882.769286273251,-16993.022796093,-30895.982486372
ZTFI-0030,IN0546688937,Government of India,Government,SOV,INR,100,0.0563,2,Fixed,2017-04-19,2046-04-12,2024-10-31,21.4456,29,0.0691,85.9242,0.9559,86.4933,11.8749,11.4783,189.8718,0.0986,11.4783,189.8718,0,0,0,20Y+,200000,171848.4,171848.4,0.00536,False,,False,False,IN10YT,5.1353,-4.7274,10.6784,-9.0469,22.9882,-16.4624,85.92417043577315,11.874851103953313,11.478276645839555,189.8717581443151,0.09862613988260725,-2.9564226849743136e-05,-4.889604668711911e-05,-2.3354160445521188e-05,-4.185568491266167e-05,2.6139882607259524e-05,0.00536032145386901,19720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.818996952000001,1.6593030479999988,11.478299999999999,-1.7763568394002505e-15,45976.382801424006,21356.733148956002,10270.502011539,-9454.772885661001,-18093.816645444003,-32924.716787376
