Yield_Change_bps,Yield_Change,Analytical_Price_Change,Analytical_Price,RF_Price,XGB_Price,NN_Price,RF_Price_Change,XGB_Price_Change,NN_Price_Change,Analytical_Price_Change_pct,RF_Price_Change_pct,XGB_Price_Change_pct,NN_Price_Change_pct,RF_Divergence,XGB_Divergence,NN_Divergence,Ensemble_Price,Ensemble_Price_Change,Ensemble_Divergence
-118.36734693877551,-0.01183673469387755,2.1971414650965126,101.20234146509651,98.78712049999984,99.36273,104.4260284923504,-0.21807950000015808,0.3575287,5.420828492350395,2.2192182482299034,-0.22027075345553374,0.3611211,5.475296744363321,2.4152209650966707,1.8396127785730751,3.2236870272538827,100.85862697531465,1.8534269753146475,0.34371448978186514
-110.20408163265306,-0.011020408163265306,2.043653778584187,101.04885377858419,98.80971299999983,99.36273,104.02026845603507,-0.1954870000001705,0.3575287,5.015068456035067,2.0641883240316536,-0.1974512449852841,0.3611211,5.065459648619534,2.2391407785843573,1.6861250920607493,2.97141467745088,100.73090446320955,1.7257044632095528,0.317949315374634
-102.0408163265306,-0.01020408163265306,1.890456564504373,100.89565656450438,98.80971299999983,99.36273,103.61749903921513,-0.1954870000001705,0.3575287,4.612299039215131,1.9094517909204494,-0.1974512449852841,0.3611211,4.658643221987462,2.0859435645045434,1.5329278779809354,2.721842474710758,100.59664799093623,1.5914479909362313,0.2990085735681416
-93.87755102040816,-0.009387755102040816,1.737549822857073,100.74274982285708,98.80971299999983,99.36273,103.24434046959412,-0.1954870000001705,0.3575287,4.239140469594119,1.7550086488962933,-0.1974512449852841,0.3611211,4.281735171075983,1.9330368228572434,1.3800211363336354,2.5015906467370463,100.47226180106256,1.467061801062556,0.2704880217945169
-85.71428571428571,-0.00857142857142857,1.5849335536422857,100.59013355364229,98.77219799999983,99.36273,102.87938393315751,-0.23300200000016957,0.3575287,3.8741839331575108,1.6008588979591836,-0.2353431940950269,0.3611211,3.913111567026288,1.8179355536424553,1.2274048671188482,2.289250379515225,100.33810462225036,1.3329046222503536,0.25202893139193216
-77.55102040816327,-0.007755102040816327,1.4326077568600117,100.43780775686001,98.77219799999983,99.36273,102.51442739672089,-0.23300200000016957,0.3575287,3.5092273967208882,1.4470025381091212,-0.2353431940950269,0.3611211,3.5444879629765795,1.6656097568601813,1.0750790703365742,2.0766196398608763,100.21645244343816,1.2112524434381555,0.22135531342185621
-69.38775510204081,-0.0069387755102040816,1.2805724325102508,100.28577243251026,98.77219799999983,99.36273,102.1494708602843,-0.23300200000016957,0.3575287,3.144270860284294,1.2934395693461058,-0.2353431940950269,0.3611211,3.175864358926899,1.5135744325104203,0.9230437459868133,1.8636984277740434,100.09480026462595,1.0896002646259433,0.1909721678843075
-61.22448979591837,-0.006122448979591837,1.1288275805930028,100.134027580593,98.77219799999983,99.36273,101.78451432384769,-0.23300200000016957,0.3575287,2.779314323847686,1.1401699916701373,-0.2353431940950269,0.3611211,2.807240754877204,1.3618295805931724,0.7712988940695653,1.650486743254683,99.97314808581375,0.9679480858137453,0.16087949477925756
-53.061224489795904,-0.00530612244897959,0.977373201108268,99.98257320110827,98.77219799999983,99.36273,101.41955778741108,-0.23300200000016957,0.3575287,2.4143577874110775,0.9871938050812159,-0.2353431940950269,0.3611211,2.43861715082751,1.2103752011084374,0.6198445145848305,1.4369845863028097,99.85149590700155,0.8462959070015472,0.13107729410672075
-44.897959183673464,-0.004489795918367346,0.8262092940560465,99.83140929405604,98.77219799999983,99.36273,101.05460125097447,-0.23300200000016957,0.3575287,2.0494012509744692,0.8345110095793418,-0.2353431940950269,0.3611211,2.0699935467778148,1.0592112940562162,0.468680607532609,1.2231919569184226,99.72984372818934,0.724643728189335,0.1015655658667115
-36.734693877551024,-0.0036734693877551023,0.6753358594363383,99.68053585943635,98.77219799999983,99.36273,100.68964471453786,-0.23300200000016957,0.3575287,1.684444714537861,0.6821216051645149,-0.2353431940950269,0.3611211,1.7013699427281204,0.9083378594365079,0.31780717291290084,1.0091088551015226,99.60819154937714,0.602991549377137,0.07234431005920139
-28.571428571428555,-0.0028571428571428554,0.5247528972491425,99.52995289724915,98.77219799999983,99.36273,100.33465983607313,-0.23300200000016957,0.3575287,1.3294598360731271,0.5300255918367344,-0.2353431940950269,0.3611211,1.342818191441588,0.7577548972493121,0.16722421072570504,0.8047069388239846,99.48986325655557,0.48466325655556375,0.04008964069357879
-20.408163265306115,-0.0020408163265306116,0.3744604074944605,99.37966040749447,98.77219799999983,99.3702,99.99387750516918,-0.23300200000016957,0.36499786,0.9886775051691785,0.37822296959600155,-0.2353431940950269,0.36866534,0.9986116943041159,0.6074624074946301,0.009462543724929273,0.614217097674718,99.3787601435687,0.37356014356869593,0.0009002639257645884
-12.244897959183675,-0.0012244897959183675,0.22445839017229158,99.22965839017229,98.74746299999983,99.3702,99.65309517426523,-0.2577370000001764,0.36499786,0.6478951742652299,0.2267137384423157,-0.2603267303133334,0.36866534,0.6544051971666437,0.482195390172468,0.14053947359723967,0.42343678409293833,99.25692103326739,0.25172103326738693,0.02726264309509535
-4.081632653061206,-0.00040816326530612057,0.07474684528263523,99.07994684528263,98.73530599999982,99.33772,99.31231284336128,-0.2698940000001784,0.33251953,0.3071128433612813,0.07549789837567646,-0.2726058833275205,0.33586067,0.3101987000291715,0.3446408452828136,0.2577726859673648,0.23236599807864608,99.12844847879289,0.12324847879288825,0.04850163351025302
4.081632653061234,0.00040816326530612344,-0.07467422717450747,98.93052577282549,98.6047439999998,98.904305,98.97153051245733,-0.4004560000002044,-0.10089874,-0.0336694875426673,-0.07542455060391522,-0.40447976469943436,-0.101912566,-0.03400779710830067,0.325781772825697,0.026224515501273776,0.041004739631840176,98.82685967228389,-0.1783403277161142,0.10366610054160671
12.244897959183675,0.0012244897959183675,-0.22380482719913705,98.78139517280087,98.29867849999984,98.904305,98.65405445976644,-0.7065215000001643,-0.10089874,-0.3511455402335599,-0.22605360849645983,-0.713620597706145,-0.101912566,-0.3546738355496074,0.48271667280102726,0.1229060845233558,0.12734071303442288,98.6190124880536,-0.3861875119464031,0.16238268474726605
20.408163265306115,0.0020408163265306116,-0.37264495479125354,98.63255504520875,98.25083749999988,98.69718,98.35293986366482,-0.7543625000001271,-0.30802155,-0.6522601363351868,-0.37638927530195737,-0.7619423020206282,-0.31111652,-0.6588140181881222,0.3817175452088735,0.06462340938109729,0.2796151815439332,98.43365556490645,-0.571544435093557,0.19889948030230348
28.571428571428584,0.0028571428571428584,-0.5211946099508574,98.48400539004915,98.18717349999989,98.46198,98.05182526756319,-0.8180265000001157,-0.5432205,-0.9533747324368136,-0.5264315510204084,-0.826245995159967,-0.54867876,-0.962954200826637,0.29683189004925825,0.022025910068673826,0.43218012248595616,98.23366304133611,-0.7715369586638872,0.25034234871302974
36.734693877551024,0.0036734693877551023,-0.6694537926779476,98.33574620732206,97.97688049999994,98.21946,97.75071067146156,-1.028319500000066,-0.7857437,-1.2544893285384404,-0.6761804356518117,-1.038652010197511,-0.7936388,-1.2670943834651516,0.3588657073221184,0.11628992070095867,0.5850355358604928,97.98235277818247,-1.0228472218175284,0.35339342913958083
44.897959183673464,0.004489795918367346,-0.8174225029725247,98.18777749702748,97.90988699999994,98.12103,97.44959607535993,-1.0953130000000613,-0.88417053,-1.5556039246400672,-0.8256359291961681,-1.1063186580099442,-0.8930546,-1.5712345661036666,0.27789049702753654,0.06674802925403778,0.7381814216675425,97.82683986830028,-1.1783601316997192,0.3609376287271945
53.06122448979593,0.005306122448979593,-0.9651007408345893,98.04009925916542,97.84732399999997,97.70469,97.14848147925832,-1.15787600000003,-1.3005142,-1.8567185207416799,-0.9747980316534781,-1.169510288348521,-1.3135817,-1.875374748742167,0.1927752591654408,0.33541348035681695,0.8916177799070906,97.56683150171239,-1.4383684982876161,0.47326775745302685
61.22448979591837,0.006122448979591837,-1.11248850626414,97.89271149373586,97.81997949999997,97.72287,96.85449916360251,-1.1852205000000282,-1.2823334,-2.1507008363974904,-1.1236667430237401,-1.1971295447108112,-1.2952181,-2.172310986087085,0.07273199373588812,0.1698448677592974,1.0382123301333503,97.46578411711553,-1.5394158828844695,0.4269273766203294
69.38775510204084,0.006938775510204084,-1.2595857992611783,97.74561420073883,97.85608249999997,97.72287,96.58637374907372,-1.149117500000031,-1.2823334,-2.418826250926287,-1.2722420633069558,-1.1606637833164632,-1.2952181,-2.4431305132723202,0.11046829926114721,0.022747574762259193,1.1592404516651087,97.38844331227261,-1.6167566877273885,0.35717088846621015
77.55102040816325,0.007755102040816325,-1.4063926198257024,97.59880738017429,97.86854599999997,97.71836,96.31824833454489,-1.1366540000000356,-1.2868423,-2.686951665455112,-1.4205239925031234,-1.1480750506034385,-1.2997724,-2.713950040457584,0.2697386198256668,0.11955027363429616,1.2805590456294096,97.30171968337368,-1.703480316626326,0.2970876968006235
85.71428571428572,0.008571428571428572,-1.5529089679577146,97.45229103204228,97.860271,97.730934,96.05012292001608,-1.1449290000000047,-1.2742691,-2.9550770799839228,-1.5685125306122452,-1.1564331974482196,-1.2870729,-2.9847695676428336,0.40797996795770985,0.27863986395380835,1.4021681120262082,97.21377856415901,-1.791421435840988,0.2385124678832733
93.87755102040819,0.00938775510204082,-1.6991348436572136,97.30606515634278,97.858347,97.730934,95.78199750548727,-1.1468530000000072,-1.2742691,-3.2232024945127336,-1.7162076776343196,-1.1583765297176383,-1.2870729,-3.2555890948280832,0.5522818436572063,0.4248657396533073,1.52406765085552,97.1237620926494,-1.8814379073506018,0.18230306369338822
102.0408163265306,0.01020408163265306,-1.845070246924198,97.16012975307581,97.84843849999999,97.65467,95.51387209095844,-1.156761500000016,-1.3505325,-3.4913279090415585,-1.8636094335693458,-1.1683845899003447,-1.3641026,-3.5264086220133475,0.688308746924182,0.4945377151859167,1.6462576621173606,97.00566297856165,-1.999537021438357,0.15446677451415902
110.20408163265307,0.011020408163265306,-1.9907151777586705,97.01448482224133,97.83374399999998,97.64575,95.27429818829243,-1.1714560000000205,-1.3594513,-3.730901811707568,-2.010717798417326,-1.183226739605617,-1.373111,-3.7683897529701147,0.81925917775865,0.631263883813358,1.7401866339488976,96.91793138047247,-2.087268619527535,0.09655344176886449
118.36734693877554,0.011836734693877554,-2.1360696361606304,96.86913036383937,97.80466299999998,97.38151,95.09153371528957,-1.2005370000000255,-1.6236954,-3.9136662847104304,-2.15753277217826,-1.2125999442453785,-1.6400101,-3.952990635552911,0.9355326361606049,0.5123742626254741,1.7775966485498,96.75923486294157,-2.245965137058434,0.10989550089780353
126.53061224489795,0.012653061224489795,-2.2811336221300755,96.72406637786993,97.79386749999998,97.28328,94.95035212717013,-1.211332500000026,-1.7219238,-4.054847872829868,-2.304054354852145,-1.2235039169660038,-1.7392255,-4.095590810209835,1.0698011221300496,0.5592097940050755,1.773714250699792,96.67583428693754,-2.329365713062458,0.048232090932382565
134.69387755102042,0.013469387755102043,-2.425907135667009,96.579292864333,97.78749299999998,97.195595,94.81801716062773,-1.2177070000000185,-1.8096085,-4.187182839372269,-2.4502825464389844,-1.2299424676683834,-1.8277913,-4.229255472815841,1.2082001356669907,0.616298676194353,1.7612757037052602,96.60036958764087,-2.404830412359132,0.02107672330787702
142.8571428571429,0.014285714285714289,-2.5703901767714292,96.43480982322858,97.78749299999998,97.147865,94.68568219408529,-1.2177070000000185,-1.857338,-4.319517805914714,-2.596217346938776,-1.2299424676683834,-1.8760003,-4.362920135421891,1.3526831767714107,0.713052225111273,1.7491276291432847,96.5403468298318,-2.4648531701681975,0.10553700660323173
151.0204081632653,0.01510204081632653,-2.714582745443335,96.29061725455666,97.78289399999998,97.05134,94.55334722754291,-1.2223060000000174,-1.953865,-4.451852772457087,-2.74185875635152,-1.2345876782229794,-1.9734973,-4.496584798027869,1.4922767454433177,0.7607176941738039,1.7372700270137522,96.4625290175794,-2.542670982420603,0.17191176302273226
159.18367346938777,0.015918367346938776,-2.8584848416827286,96.14671515831728,97.78289399999998,97.05134,94.43034607571272,-1.2223060000000174,-1.953865,-4.574853924287282,-2.887206774677218,-1.2345876782229794,-1.9734973,-4.620821860152075,1.6361788416827112,0.9046197904131974,1.7163690826045537,96.421528633636,-2.583671366364001,0.27481347531872746
167.34693877551024,0.016734693877551023,-3.00209646548961,96.00310353451039,97.78289399999998,96.85614,94.31169706852214,-1.2223060000000174,-2.149063,-4.693502931477866,-3.032261401915869,-1.2345876782229794,-2.170657,-4.740663047474138,1.7797904654895924,0.8530333551380473,1.6914064659882562,96.31691167331272,-2.6882883266872852,0.3138081388023246
175.51020408163265,0.017551020408163264,-3.145417616863976,95.85978238313602,97.76191949999996,96.8829,94.19304806133155,-1.24328050000004,-2.1223068,-4.81215193866845,-3.1770226380674713,-1.2557729290987139,-2.1436317,-4.860504234796202,1.902137116863936,1.0231107931335073,1.6667343218044737,96.2792892664562,-2.725910733543799,0.41950688332017716
183.67346938775512,0.018367346938775512,-3.288448295805831,95.71675170419417,97.76191949999996,96.823586,94.07439905414098,-1.24328050000004,-2.1816177,-4.930800945859019,-3.321490483132029,-1.2557729290987139,-2.2035384,-4.980345422118251,2.0451677958057912,1.106830558989425,1.642352650053188,96.21996802146495,-2.7852319785350517,0.5032163172707795
191.8367346938776,0.01918367346938776,-3.431188502315173,95.57401149768484,97.76191949999996,96.823586,93.9557500469504,-1.24328050000004,-2.1816177,-5.049449953049603,-3.4656649371095387,-1.2557729290987139,-2.2035384,-5.100186609440315,2.187908002315133,1.2495707654987669,1.6182614507344297,96.18041835240142,-2.8247816475985843,0.6064068547165888
200.0,0.02,-3.5736382363920005,95.431561763608,97.76191949999996,96.823586,93.83710103975983,-1.24328050000004,-2.1816177,-5.168098960240172,-3.6095460000000004,-1.2557729290987139,-2.2035384,-5.2200277967623645,2.3303577363919605,1.3920204995755943,1.5944607238481718,96.14086868333789,-2.864331316662117,0.7093069197298836
